,user_name,tweet_text,user_followers,user_location,user_verified,like_count,rt_count,timestamp,positive_score,negative_score,neutral_score,compound_score
180,Stu  Packer," Let’s stay in the EU then. 

Actually, that’s an amazing idea. You’re welcome. 

Though, to be fair, let’s ask everyone else too. 53% or less and we’ll sort it with ROCK PAPER SCISSORS

#GetBrexitGone",2463.0,Somerset | Bristol | London,False,0.0,0.0,2019-10-25 15:23:03,0.227,0.0,0.773,0.8442
181,Dave.," Join them Nigel. One arrow on its own can break. Put all the arrows from the quiver together and the won't. Divided we fall. Join them, work with them for what we want,
or we've lost.",1284.0,Essex UK.,False,0.0,0.0,2019-10-25 15:22:41,0.143,0.057,0.8,0.34
182,david bentley, We want an election to show what we want. Stop talking start doing.,51.0,london,False,0.0,0.0,2019-10-25 15:21:59,0.176,0.149,0.676,-0.1531
183,Slick Ar, @DavidJoBrexit Why not? #justwalkaway,1235.0,,False,0.0,0.0,2019-10-25 15:21:47,0.0,0.0,1.0,0.0
184,Drum," Hopefully the EU will tell us it's over on 31st. If we can't reach agreement ourselves, why not?",19.0,Fife,False,0.0,0.0,2019-10-25 15:20:52,0.126,0.173,0.701,-0.0005
185,Alan Greenwood, It's turning to rat s..t Corbyn and co are he'll bent on remaining. But fingers crossed election dumps the red wedge.,47.0,Accrington,False,0.0,0.0,2019-10-25 15:19:59,0.0,0.151,0.849,-0.5499
186,Chris donnelly," general election needed corbyn knows he cant win so trying to steal the pm job, need to push a election to get no deal brexit its not bojo fault he is trying to get election",2.0,,False,0.0,0.0,2019-10-25 15:19:34,0.055,0.213,0.732,-0.7563
187,gary coleman," No deal on the 31st we've had enough, EU deciding extension, they don't want us to leave. Everyday we stay in we are paying membership fees to this failed project. They are delaying so we don't leave not to give us more time. It's a disgraceful situation",28.0,,False,0.0,0.0,2019-10-25 15:16:21,0.0,0.191,0.809,-0.7715
188,shawny, Ditch time for @sajidjavid with @BorisJohnson revoke best. #RevokeA50,3377.0,,False,0.0,0.0,2019-10-25 15:15:56,0.344,0.0,0.656,0.6369
189,neil, Go to the debate and voice your opinion Nigel believe u have power now !!,0.0,,False,0.0,0.0,2019-10-25 15:14:15,0.0,0.0,1.0,0.0
